NAME,PRICE,CUSINE_CATEGORY,REGION,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,DAYS_OPEN
Restaurant_3750,773,Chinese,Goregaon,Bar,12noon to 1am,Very Good,3.1,7101,Mon-Sun
Restaurant_3751,1836,Cafe,Vashi,Fine Dining,10am to 11pm,Good,2.6,5564,Tue-Sun
Restaurant_3752,1357,North Indian,Andheri,Fine Dining,12noon to 1am,Poor,3.4,4565,Mon-Sun
Restaurant_3753,2353,Italian,Thane,Cafe,11am to 12midnight,Good,4.9,9670,Mon-Sun
Restaurant_3754,2394,Fast Food,Powai,Casual Dining,12noon to 1am,Good,3.3,9020,Tue-Sun
Restaurant_3755,246,Italian,Malad,Fine Dining,11am to 12midnight,Good,4.7,2865,Mon-Fri
Restaurant_3756,2265,Chinese,Thane,Fine Dining,10am to 11pm,Very Good,4.5,9980,Tue-Sun
Restaurant_3757,511,North Indian,Chembur,Cafe,11am to 12midnight,Poor,4.9,2831,Mon-Fri
Restaurant_3758,1787,Seafood,Chembur,Cafe,10am to 11pm,Average,3.7,2672,Mon-Fri
Restaurant_3759,1632,North Indian,Malad,Dessert Parlor,10am to 11pm,Average,4.8,7320,Mon-Fri
Restaurant_3760,236,Seafood,Dadar,Bar,12noon to 1am,Poor,4.4,3767,Tue-Sun
Restaurant_3761,118,Italian,Chembur,Dessert Parlor,11am to 12midnight,Poor,4.7,5508,Mon-Sun
Restaurant_3762,2342,North Indian,Dadar,Quick Bites,12noon to 1am,Excellent,4.3,3665,Mon-Sun
Restaurant_3763,2477,North Indian,Goregaon,Fine Dining,11am to 12midnight,Good,3.7,2180,Tue-Sun
Restaurant_3764,2059,Fast Food,Goregaon,Cafe,11am to 12midnight,Excellent,4.8,7997,Tue-Sun
Restaurant_3765,2322,Italian,Bandra,Bar,11am to 12midnight,Very Good,4.5,4065,Mon-Fri
Restaurant_3766,1101,North Indian,Chembur,Quick Bites,12noon to 1am,Very Good,4.1,3753,Mon-Sun
Restaurant_3767,548,Seafood,Malad,Fine Dining,12noon to 1am,Poor,3.7,3247,Mon-Sun
Restaurant_3768,2048,North Indian,Bandra,Quick Bites,11am to 12midnight,Very Good,2.7,4928,Tue-Sun
Restaurant_3769,1045,Seafood,Powai,Dessert Parlor,12noon to 1am,Poor,4.5,9100,Mon-Sun
Restaurant_3770,1477,Chinese,Thane,Quick Bites,11am to 12midnight,Average,3.5,2489,Tue-Sun
Restaurant_3771,1622,North Indian,Chembur,Casual Dining,12noon to 1am,Good,3.4,8940,Mon-Sun
Restaurant_3772,240,Seafood,Borivali,Casual Dining,12noon to 1am,Very Good,3.1,5526,Mon-Sun
Restaurant_3773,2020,Italian,Malad,Casual Dining,10am to 11pm,Excellent,3.9,9353,Tue-Sun
Restaurant_3774,192,Chinese,Malad,Fine Dining,12noon to 1am,Very Good,4.6,5368,Tue-Sun
Restaurant_3775,338,North Indian,Powai,Quick Bites,11am to 12midnight,Good,3.2,9779,Mon-Fri
Restaurant_3776,304,Fast Food,Chembur,Fine Dining,12noon to 1am,Very Good,4.8,4355,Tue-Sun
Restaurant_3777,1556,Seafood,Vashi,Fine Dining,12noon to 1am,Poor,3.5,7576,Tue-Sun
Restaurant_3778,344,Fast Food,Chembur,Cafe,11am to 12midnight,Very Good,4.9,2821,Mon-Fri
Restaurant_3779,931,North Indian,Vashi,Bar,12noon to 1am,Average,4.2,3813,Mon-Fri
Restaurant_3780,394,Seafood,Dadar,Casual Dining,10am to 11pm,Average,3.4,6812,Mon-Fri
Restaurant_3781,955,North Indian,Malad,Casual Dining,10am to 11pm,Very Good,5.0,4562,Mon-Fri
Restaurant_3782,2164,Chinese,Goregaon,Casual Dining,10am to 11pm,Excellent,4.0,4534,Mon-Sun
Restaurant_3783,170,Chinese,Andheri,Dessert Parlor,10am to 11pm,Very Good,4.4,5161,Mon-Fri
Restaurant_3784,1392,North Indian,Dadar,Dessert Parlor,11am to 12midnight,Poor,3.6,4421,Mon-Sun
Restaurant_3785,1448,North Indian,Vashi,Casual Dining,11am to 12midnight,Poor,2.8,5211,Mon-Sun
Restaurant_3786,404,Cafe,Malad,Casual Dining,10am to 11pm,Poor,4.9,6835,Mon-Sun
Restaurant_3787,1130,North Indian,Goregaon,Fine Dining,11am to 12midnight,Excellent,3.3,8577,Mon-Fri
Restaurant_3788,1437,North Indian,Borivali,Dessert Parlor,12noon to 1am,Average,4.8,5346,Mon-Fri
Restaurant_3789,916,Fast Food,Vashi,Bar,12noon to 1am,Poor,4.8,2971,Mon-Sun
Restaurant_3790,1226,Fast Food,Bandra,Cafe,12noon to 1am,Poor,2.7,464,Mon-Sun
Restaurant_3791,920,Chinese,Andheri,Bar,10am to 11pm,Very Good,2.8,225,Tue-Sun
Restaurant_3792,292,Fast Food,Dadar,Fine Dining,10am to 11pm,Average,4.0,2092,Tue-Sun
Restaurant_3793,1876,North Indian,Vashi,Cafe,11am to 12midnight,Poor,2.6,4639,Mon-Fri
Restaurant_3794,628,Italian,Goregaon,Quick Bites,11am to 12midnight,Poor,3.6,2980,Tue-Sun
Restaurant_3795,2318,North Indian,Andheri,Quick Bites,11am to 12midnight,Very Good,3.8,1419,Tue-Sun
Restaurant_3796,350,Cafe,Malad,Bar,10am to 11pm,Very Good,3.0,8006,Mon-Fri
Restaurant_3797,1888,Seafood,Powai,Dessert Parlor,11am to 12midnight,Good,4.4,724,Mon-Fri
Restaurant_3798,2126,Chinese,Powai,Casual Dining,12noon to 1am,Very Good,3.6,9635,Mon-Sun
Restaurant_3799,1503,Fast Food,Powai,Quick Bites,12noon to 1am,Very Good,3.6,3472,Tue-Sun
Restaurant_3800,1267,Italian,Thane,Fine Dining,12noon to 1am,Good,3.1,7790,Mon-Sun
Restaurant_3801,2172,Seafood,Powai,Dessert Parlor,10am to 11pm,Poor,4.7,348,Tue-Sun
Restaurant_3802,1196,Italian,Malad,Dessert Parlor,11am to 12midnight,Very Good,2.5,5368,Mon-Sun
Restaurant_3803,1947,Chinese,Powai,Cafe,11am to 12midnight,Excellent,2.5,3914,Tue-Sun
Restaurant_3804,604,Fast Food,Vashi,Quick Bites,10am to 11pm,Good,5.0,4570,Mon-Sun
Restaurant_3805,1721,Cafe,Powai,Bar,10am to 11pm,Good,2.6,3411,Mon-Fri
Restaurant_3806,2483,Chinese,Borivali,Fine Dining,12noon to 1am,Poor,2.9,922,Mon-Fri
Restaurant_3807,1487,Italian,Borivali,Dessert Parlor,10am to 11pm,Very Good,4.7,7420,Mon-Sun
Restaurant_3808,1322,Italian,Thane,Bar,12noon to 1am,Excellent,4.0,3334,Mon-Sun
Restaurant_3809,817,Chinese,Powai,Bar,12noon to 1am,Poor,4.1,7611,Tue-Sun
Restaurant_3810,438,North Indian,Malad,Fine Dining,11am to 12midnight,Very Good,3.7,5710,Mon-Fri
Restaurant_3811,758,Chinese,Powai,Quick Bites,12noon to 1am,Poor,2.9,5388,Tue-Sun
Restaurant_3812,1061,Fast Food,Borivali,Fine Dining,11am to 12midnight,Good,3.4,6346,Tue-Sun
Restaurant_3813,528,Fast Food,Malad,Bar,12noon to 1am,Good,4.3,4415,Mon-Fri
Restaurant_3814,998,Cafe,Powai,Bar,11am to 12midnight,Very Good,3.7,7357,Tue-Sun
Restaurant_3815,238,Chinese,Vashi,Casual Dining,10am to 11pm,Poor,4.3,5151,Mon-Sun
Restaurant_3816,641,Seafood,Thane,Fine Dining,11am to 12midnight,Very Good,2.5,996,Mon-Fri
Restaurant_3817,2204,Fast Food,Chembur,Bar,10am to 11pm,Average,4.1,9258,Mon-Sun
Restaurant_3818,1355,Fast Food,Dadar,Casual Dining,11am to 12midnight,Very Good,4.0,6282,Mon-Fri
Restaurant_3819,483,Fast Food,Malad,Quick Bites,10am to 11pm,Average,4.9,9357,Mon-Sun
Restaurant_3820,293,North Indian,Malad,Bar,10am to 11pm,Good,4.8,469,Mon-Fri
Restaurant_3821,2332,Seafood,Chembur,Dessert Parlor,10am to 11pm,Excellent,4.0,6006,Mon-Sun
Restaurant_3822,1995,Chinese,Chembur,Fine Dining,12noon to 1am,Good,3.9,2045,Mon-Fri
Restaurant_3823,2439,North Indian,Thane,Bar,10am to 11pm,Excellent,2.7,5123,Mon-Sun
Restaurant_3824,831,Fast Food,Andheri,Casual Dining,11am to 12midnight,Poor,4.9,6624,Mon-Fri
Restaurant_3825,2263,Seafood,Thane,Dessert Parlor,10am to 11pm,Excellent,4.3,6388,Tue-Sun
Restaurant_3826,784,Seafood,Borivali,Quick Bites,10am to 11pm,Poor,3.8,6165,Tue-Sun
Restaurant_3827,181,North Indian,Borivali,Fine Dining,11am to 12midnight,Average,4.6,7363,Mon-Sun
Restaurant_3828,2480,Fast Food,Chembur,Cafe,10am to 11pm,Poor,4.3,4730,Tue-Sun
Restaurant_3829,2482,North Indian,Vashi,Cafe,11am to 12midnight,Very Good,3.9,7990,Tue-Sun
Restaurant_3830,631,Italian,Bandra,Casual Dining,10am to 11pm,Very Good,3.8,4394,Mon-Fri
Restaurant_3831,2083,Fast Food,Dadar,Quick Bites,11am to 12midnight,Very Good,4.8,7326,Tue-Sun
Restaurant_3832,320,North Indian,Thane,Quick Bites,11am to 12midnight,Good,4.5,7040,Mon-Fri
Restaurant_3833,734,Chinese,Bandra,Bar,10am to 11pm,Very Good,3.5,1282,Mon-Fri
Restaurant_3834,1869,Fast Food,Powai,Cafe,10am to 11pm,Poor,4.1,3057,Mon-Sun
Restaurant_3835,2470,Cafe,Andheri,Bar,10am to 11pm,Poor,3.0,7780,Tue-Sun
Restaurant_3836,1974,Fast Food,Powai,Quick Bites,10am to 11pm,Poor,4.8,9275,Tue-Sun
Restaurant_3837,102,Italian,Goregaon,Casual Dining,10am to 11pm,Very Good,4.2,6154,Tue-Sun
Restaurant_3838,1817,North Indian,Malad,Casual Dining,10am to 11pm,Average,4.9,5324,Mon-Sun
Restaurant_3839,305,Cafe,Chembur,Dessert Parlor,12noon to 1am,Average,3.2,4641,Mon-Sun
Restaurant_3840,1955,Italian,Powai,Casual Dining,10am to 11pm,Good,3.3,9372,Mon-Fri
Restaurant_3841,139,Chinese,Dadar,Cafe,12noon to 1am,Poor,4.6,2971,Mon-Sun
Restaurant_3842,2206,Fast Food,Powai,Dessert Parlor,12noon to 1am,Poor,3.2,3177,Mon-Fri
Restaurant_3843,743,Cafe,Borivali,Cafe,12noon to 1am,Good,3.4,218,Mon-Sun
Restaurant_3844,1630,North Indian,Bandra,Bar,10am to 11pm,Poor,4.7,112,Tue-Sun
Restaurant_3845,2007,North Indian,Thane,Bar,11am to 12midnight,Excellent,3.8,7581,Mon-Sun
Restaurant_3846,2243,Chinese,Thane,Casual Dining,11am to 12midnight,Good,3.3,7133,Mon-Sun
Restaurant_3847,997,Italian,Thane,Dessert Parlor,11am to 12midnight,Poor,3.5,320,Mon-Sun
Restaurant_3848,1185,Cafe,Chembur,Cafe,10am to 11pm,Good,4.3,2364,Mon-Fri
Restaurant_3849,1379,Chinese,Vashi,Cafe,11am to 12midnight,Excellent,2.9,8553,Tue-Sun
Restaurant_3850,2495,Italian,Vashi,Quick Bites,11am to 12midnight,Excellent,4.9,4309,Mon-Sun
Restaurant_3851,770,Seafood,Vashi,Casual Dining,10am to 11pm,Very Good,3.7,9125,Mon-Fri
Restaurant_3852,1605,Seafood,Thane,Fine Dining,10am to 11pm,Poor,4.4,4579,Tue-Sun
Restaurant_3853,2464,Italian,Andheri,Bar,12noon to 1am,Excellent,4.3,3983,Mon-Sun
Restaurant_3854,818,North Indian,Chembur,Fine Dining,10am to 11pm,Excellent,4.2,1294,Mon-Sun
Restaurant_3855,1171,North Indian,Thane,Quick Bites,11am to 12midnight,Excellent,3.6,7378,Mon-Sun
Restaurant_3856,2055,Seafood,Thane,Bar,10am to 11pm,Very Good,2.6,8165,Mon-Sun
Restaurant_3857,1259,North Indian,Thane,Bar,10am to 11pm,Poor,4.4,3903,Mon-Sun
Restaurant_3858,349,North Indian,Dadar,Cafe,11am to 12midnight,Good,4.9,8647,Tue-Sun
Restaurant_3859,2461,Italian,Malad,Bar,11am to 12midnight,Very Good,3.8,8650,Mon-Fri
Restaurant_3860,1992,Fast Food,Powai,Dessert Parlor,10am to 11pm,Poor,4.9,77,Mon-Sun
Restaurant_3861,1953,Italian,Thane,Bar,10am to 11pm,Excellent,3.8,9092,Tue-Sun
Restaurant_3862,1603,North Indian,Goregaon,Dessert Parlor,10am to 11pm,Very Good,2.9,9073,Tue-Sun
Restaurant_3863,1334,Italian,Andheri,Bar,11am to 12midnight,Average,3.1,9150,Mon-Sun
Restaurant_3864,143,Cafe,Malad,Quick Bites,12noon to 1am,Average,4.7,9758,Mon-Fri
Restaurant_3865,682,Seafood,Andheri,Cafe,10am to 11pm,Excellent,4.1,6107,Mon-Sun
Restaurant_3866,1388,Fast Food,Vashi,Quick Bites,10am to 11pm,Poor,3.5,9821,Tue-Sun
Restaurant_3867,319,Cafe,Vashi,Cafe,10am to 11pm,Poor,4.5,105,Tue-Sun
Restaurant_3868,2025,Cafe,Malad,Quick Bites,12noon to 1am,Very Good,4.1,6820,Tue-Sun
Restaurant_3869,1090,North Indian,Powai,Casual Dining,10am to 11pm,Average,4.7,9552,Tue-Sun
Restaurant_3870,1912,North Indian,Goregaon,Bar,12noon to 1am,Poor,4.9,9654,Mon-Fri
Restaurant_3871,957,Cafe,Vashi,Bar,10am to 11pm,Very Good,4.1,9063,Mon-Fri
Restaurant_3872,903,Cafe,Chembur,Casual Dining,11am to 12midnight,Very Good,4.9,8544,Mon-Sun
Restaurant_3873,589,Chinese,Malad,Casual Dining,12noon to 1am,Average,3.7,7206,Mon-Fri
Restaurant_3874,1880,Chinese,Malad,Dessert Parlor,11am to 12midnight,Excellent,4.6,5250,Mon-Sun
Restaurant_3875,1593,Seafood,Bandra,Quick Bites,10am to 11pm,Very Good,4.8,9706,Tue-Sun
Restaurant_3876,1805,Cafe,Goregaon,Bar,11am to 12midnight,Excellent,2.6,5723,Mon-Sun
Restaurant_3877,2414,Italian,Bandra,Dessert Parlor,12noon to 1am,Average,4.7,3364,Mon-Sun
Restaurant_3878,153,Fast Food,Malad,Fine Dining,10am to 11pm,Very Good,3.5,3071,Mon-Sun
Restaurant_3879,715,Chinese,Powai,Bar,11am to 12midnight,Good,3.5,2472,Mon-Fri
Restaurant_3880,1182,North Indian,Malad,Casual Dining,12noon to 1am,Average,4.5,7923,Mon-Fri
Restaurant_3881,1948,Cafe,Thane,Dessert Parlor,12noon to 1am,Average,3.1,2321,Mon-Sun
Restaurant_3882,1054,Italian,Bandra,Fine Dining,12noon to 1am,Good,2.6,3718,Tue-Sun
Restaurant_3883,1729,Fast Food,Malad,Dessert Parlor,11am to 12midnight,Average,3.2,972,Mon-Sun
Restaurant_3884,749,Italian,Powai,Dessert Parlor,12noon to 1am,Good,4.1,172,Tue-Sun
Restaurant_3885,2447,Italian,Andheri,Quick Bites,10am to 11pm,Good,4.9,340,Tue-Sun
Restaurant_3886,494,North Indian,Andheri,Fine Dining,10am to 11pm,Average,3.5,9981,Tue-Sun
Restaurant_3887,1459,Chinese,Chembur,Dessert Parlor,12noon to 1am,Good,4.5,1017,Tue-Sun
Restaurant_3888,470,Italian,Powai,Bar,12noon to 1am,Good,3.0,7284,Mon-Fri
Restaurant_3889,957,Fast Food,Malad,Quick Bites,10am to 11pm,Average,4.6,3495,Mon-Fri
Restaurant_3890,890,Chinese,Andheri,Bar,10am to 11pm,Good,4.4,9134,Tue-Sun
Restaurant_3891,757,Seafood,Vashi,Fine Dining,12noon to 1am,Excellent,3.6,8857,Tue-Sun
Restaurant_3892,1492,North Indian,Malad,Dessert Parlor,10am to 11pm,Average,4.7,5399,Tue-Sun
Restaurant_3893,483,Chinese,Thane,Dessert Parlor,12noon to 1am,Average,2.6,3536,Mon-Sun
Restaurant_3894,2209,Chinese,Vashi,Fine Dining,11am to 12midnight,Excellent,4.5,4734,Mon-Fri
Restaurant_3895,338,Italian,Bandra,Bar,12noon to 1am,Poor,2.6,7274,Mon-Sun
Restaurant_3896,294,Fast Food,Goregaon,Cafe,12noon to 1am,Very Good,4.7,9993,Tue-Sun
Restaurant_3897,2208,Italian,Andheri,Dessert Parlor,11am to 12midnight,Good,2.9,2231,Mon-Fri
Restaurant_3898,1252,Fast Food,Malad,Dessert Parlor,12noon to 1am,Good,2.6,2062,Mon-Fri
Restaurant_3899,2115,North Indian,Borivali,Quick Bites,12noon to 1am,Very Good,3.3,8758,Mon-Sun
Restaurant_3900,255,Chinese,Chembur,Bar,11am to 12midnight,Good,2.9,6710,Tue-Sun
Restaurant_3901,1022,Cafe,Dadar,Dessert Parlor,10am to 11pm,Good,4.1,9222,Mon-Sun
Restaurant_3902,1709,Fast Food,Andheri,Bar,10am to 11pm,Excellent,3.7,8005,Mon-Fri
Restaurant_3903,1074,Fast Food,Andheri,Quick Bites,10am to 11pm,Excellent,2.8,664,Tue-Sun
Restaurant_3904,1330,Italian,Powai,Bar,10am to 11pm,Excellent,4.8,8581,Mon-Fri
Restaurant_3905,1914,Italian,Chembur,Bar,10am to 11pm,Excellent,3.4,8755,Mon-Sun
Restaurant_3906,937,Seafood,Borivali,Quick Bites,11am to 12midnight,Average,3.2,2443,Mon-Sun
Restaurant_3907,2107,Fast Food,Thane,Dessert Parlor,11am to 12midnight,Good,4.2,8673,Mon-Fri
Restaurant_3908,1463,North Indian,Chembur,Bar,12noon to 1am,Very Good,3.5,3750,Mon-Fri
Restaurant_3909,2487,Chinese,Thane,Cafe,10am to 11pm,Good,2.9,8806,Tue-Sun
Restaurant_3910,303,Chinese,Borivali,Dessert Parlor,11am to 12midnight,Average,4.0,734,Mon-Sun
Restaurant_3911,260,Chinese,Malad,Quick Bites,11am to 12midnight,Average,2.6,162,Tue-Sun
Restaurant_3912,491,Fast Food,Bandra,Casual Dining,10am to 11pm,Good,4.1,9631,Mon-Fri
Restaurant_3913,868,Italian,Dadar,Fine Dining,11am to 12midnight,Good,4.7,3271,Tue-Sun
Restaurant_3914,1193,North Indian,Goregaon,Cafe,12noon to 1am,Excellent,3.2,9609,Mon-Sun
Restaurant_3915,504,Chinese,Borivali,Dessert Parlor,12noon to 1am,Average,4.6,3266,Mon-Fri
Restaurant_3916,707,Fast Food,Chembur,Fine Dining,10am to 11pm,Good,3.1,1288,Tue-Sun
Restaurant_3917,1714,Cafe,Thane,Quick Bites,10am to 11pm,Very Good,3.0,2369,Tue-Sun
Restaurant_3918,1640,Seafood,Bandra,Cafe,10am to 11pm,Very Good,4.3,1429,Tue-Sun
Restaurant_3919,1937,Seafood,Malad,Dessert Parlor,12noon to 1am,Excellent,2.7,4832,Mon-Fri
Restaurant_3920,789,Chinese,Malad,Fine Dining,11am to 12midnight,Excellent,2.6,2308,Tue-Sun
Restaurant_3921,1340,Italian,Andheri,Casual Dining,12noon to 1am,Good,3.6,6054,Mon-Fri
Restaurant_3922,2203,Seafood,Dadar,Dessert Parlor,10am to 11pm,Very Good,2.6,3141,Mon-Sun
Restaurant_3923,465,Seafood,Goregaon,Casual Dining,11am to 12midnight,Average,3.7,7246,Mon-Sun
Restaurant_3924,1822,Seafood,Borivali,Casual Dining,12noon to 1am,Poor,4.1,7630,Tue-Sun
Restaurant_3925,554,Seafood,Vashi,Bar,10am to 11pm,Very Good,3.1,6313,Mon-Sun
Restaurant_3926,203,Chinese,Chembur,Quick Bites,10am to 11pm,Average,4.7,1728,Mon-Fri
Restaurant_3927,176,Fast Food,Thane,Bar,11am to 12midnight,Very Good,3.0,4705,Tue-Sun
Restaurant_3928,329,North Indian,Malad,Casual Dining,12noon to 1am,Good,3.1,3722,Tue-Sun
Restaurant_3929,2037,North Indian,Bandra,Quick Bites,11am to 12midnight,Poor,4.8,9544,Mon-Fri
Restaurant_3930,2478,Italian,Vashi,Quick Bites,11am to 12midnight,Poor,4.2,2437,Mon-Fri
Restaurant_3931,1305,Fast Food,Bandra,Quick Bites,12noon to 1am,Good,3.8,2766,Mon-Sun
Restaurant_3932,992,Cafe,Goregaon,Cafe,12noon to 1am,Good,3.3,564,Tue-Sun
Restaurant_3933,1673,North Indian,Andheri,Dessert Parlor,12noon to 1am,Excellent,4.4,6110,Mon-Fri
Restaurant_3934,2174,Cafe,Chembur,Casual Dining,11am to 12midnight,Average,4.0,1156,Tue-Sun
Restaurant_3935,1775,North Indian,Malad,Quick Bites,11am to 12midnight,Average,3.4,1045,Mon-Sun
Restaurant_3936,398,North Indian,Borivali,Fine Dining,12noon to 1am,Excellent,4.6,9189,Mon-Sun
Restaurant_3937,1056,Italian,Andheri,Cafe,12noon to 1am,Average,4.5,2772,Tue-Sun
Restaurant_3938,1214,Seafood,Dadar,Cafe,11am to 12midnight,Poor,4.9,4230,Mon-Fri
Restaurant_3939,1574,Italian,Chembur,Fine Dining,12noon to 1am,Very Good,5.0,4399,Tue-Sun
Restaurant_3940,464,North Indian,Bandra,Casual Dining,10am to 11pm,Poor,2.5,8492,Mon-Sun
Restaurant_3941,1798,Fast Food,Borivali,Bar,12noon to 1am,Excellent,3.3,5369,Mon-Sun
Restaurant_3942,450,Seafood,Powai,Cafe,10am to 11pm,Average,3.0,4377,Tue-Sun
Restaurant_3943,2400,Fast Food,Powai,Casual Dining,10am to 11pm,Average,3.0,1006,Tue-Sun
Restaurant_3944,2004,Fast Food,Powai,Cafe,11am to 12midnight,Very Good,4.7,5833,Mon-Sun
Restaurant_3945,1111,Fast Food,Vashi,Casual Dining,11am to 12midnight,Very Good,4.9,1257,Mon-Fri
Restaurant_3946,598,Seafood,Vashi,Quick Bites,11am to 12midnight,Very Good,4.9,1097,Mon-Sun
Restaurant_3947,1049,Fast Food,Goregaon,Bar,12noon to 1am,Poor,4.2,2649,Mon-Sun
Restaurant_3948,2094,Seafood,Vashi,Fine Dining,11am to 12midnight,Excellent,3.9,4970,Mon-Fri
Restaurant_3949,2146,Cafe,Goregaon,Cafe,12noon to 1am,Excellent,4.1,689,Tue-Sun
Restaurant_3950,607,North Indian,Bandra,Fine Dining,11am to 12midnight,Excellent,4.6,7490,Mon-Fri
Restaurant_3951,1427,Chinese,Borivali,Cafe,10am to 11pm,Poor,2.5,8878,Mon-Sun
Restaurant_3952,265,Fast Food,Andheri,Cafe,11am to 12midnight,Good,3.6,3312,Mon-Fri
Restaurant_3953,1019,Italian,Bandra,Dessert Parlor,10am to 11pm,Average,3.8,9094,Tue-Sun
Restaurant_3954,213,Cafe,Vashi,Dessert Parlor,12noon to 1am,Poor,4.8,2643,Mon-Fri
Restaurant_3955,1091,Italian,Malad,Fine Dining,11am to 12midnight,Excellent,2.9,409,Mon-Fri
Restaurant_3956,2051,Chinese,Goregaon,Quick Bites,11am to 12midnight,Poor,4.4,4161,Tue-Sun
Restaurant_3957,2354,Seafood,Goregaon,Cafe,10am to 11pm,Poor,4.8,9524,Mon-Sun
Restaurant_3958,1358,Chinese,Dadar,Bar,11am to 12midnight,Good,4.4,8072,Mon-Sun
Restaurant_3959,614,Italian,Dadar,Dessert Parlor,12noon to 1am,Very Good,2.5,4667,Mon-Fri
Restaurant_3960,1331,Chinese,Thane,Casual Dining,10am to 11pm,Excellent,4.1,8260,Mon-Fri
Restaurant_3961,808,North Indian,Thane,Casual Dining,12noon to 1am,Poor,3.0,8285,Mon-Fri
Restaurant_3962,2285,Chinese,Dadar,Casual Dining,12noon to 1am,Very Good,4.0,2966,Tue-Sun
Restaurant_3963,438,Fast Food,Goregaon,Quick Bites,10am to 11pm,Average,3.9,6556,Mon-Fri
Restaurant_3964,167,North Indian,Borivali,Cafe,12noon to 1am,Average,4.9,7285,Mon-Sun
Restaurant_3965,1696,Fast Food,Andheri,Cafe,11am to 12midnight,Average,3.0,1019,Tue-Sun
Restaurant_3966,1664,Chinese,Chembur,Fine Dining,12noon to 1am,Poor,2.6,7539,Mon-Sun
Restaurant_3967,482,North Indian,Vashi,Dessert Parlor,11am to 12midnight,Poor,4.0,5075,Tue-Sun
Restaurant_3968,118,North Indian,Borivali,Casual Dining,10am to 11pm,Good,3.4,3373,Tue-Sun
Restaurant_3969,2221,Chinese,Bandra,Quick Bites,11am to 12midnight,Excellent,4.4,4668,Mon-Fri
Restaurant_3970,672,Cafe,Andheri,Fine Dining,12noon to 1am,Very Good,5.0,7035,Mon-Fri
Restaurant_3971,1399,Seafood,Malad,Bar,11am to 12midnight,Average,3.5,6073,Mon-Fri
Restaurant_3972,2358,Seafood,Andheri,Cafe,12noon to 1am,Very Good,2.9,2084,Mon-Fri
Restaurant_3973,2043,Seafood,Bandra,Cafe,11am to 12midnight,Good,3.9,9535,Mon-Fri
Restaurant_3974,750,North Indian,Thane,Quick Bites,10am to 11pm,Average,3.4,5029,Mon-Sun
Restaurant_3975,1745,Seafood,Malad,Fine Dining,10am to 11pm,Very Good,4.5,9677,Mon-Sun
Restaurant_3976,1093,North Indian,Chembur,Fine Dining,11am to 12midnight,Excellent,3.8,3857,Mon-Fri
Restaurant_3977,1438,Cafe,Borivali,Dessert Parlor,10am to 11pm,Excellent,4.8,1318,Mon-Sun
Restaurant_3978,1000,Chinese,Dadar,Quick Bites,11am to 12midnight,Good,4.6,752,Mon-Fri
Restaurant_3979,1784,Chinese,Malad,Fine Dining,12noon to 1am,Very Good,4.8,1949,Mon-Sun
Restaurant_3980,1685,North Indian,Andheri,Dessert Parlor,11am to 12midnight,Good,3.2,3600,Mon-Sun
Restaurant_3981,2023,North Indian,Powai,Fine Dining,12noon to 1am,Good,4.8,9491,Tue-Sun
Restaurant_3982,1881,Cafe,Powai,Cafe,11am to 12midnight,Good,4.7,6770,Mon-Fri
Restaurant_3983,1236,Seafood,Dadar,Dessert Parlor,12noon to 1am,Poor,4.1,2135,Tue-Sun
Restaurant_3984,2317,Cafe,Chembur,Fine Dining,10am to 11pm,Excellent,4.8,2452,Mon-Fri
Restaurant_3985,2044,Chinese,Powai,Dessert Parlor,11am to 12midnight,Poor,2.6,9948,Mon-Sun
Restaurant_3986,1137,Chinese,Goregaon,Dessert Parlor,10am to 11pm,Poor,4.5,7230,Mon-Sun
Restaurant_3987,1838,Fast Food,Goregaon,Fine Dining,10am to 11pm,Excellent,2.9,4828,Mon-Fri
Restaurant_3988,387,Seafood,Powai,Dessert Parlor,12noon to 1am,Good,3.4,2614,Mon-Sun
Restaurant_3989,2336,Chinese,Borivali,Casual Dining,10am to 11pm,Very Good,4.3,1132,Mon-Fri
Restaurant_3990,1690,Fast Food,Andheri,Casual Dining,12noon to 1am,Good,3.0,7109,Tue-Sun
Restaurant_3991,1845,North Indian,Powai,Fine Dining,10am to 11pm,Good,3.1,9305,Tue-Sun
Restaurant_3992,1198,Chinese,Andheri,Casual Dining,10am to 11pm,Poor,3.0,3583,Mon-Fri
Restaurant_3993,2424,Italian,Vashi,Casual Dining,11am to 12midnight,Very Good,3.6,2629,Tue-Sun
Restaurant_3994,1039,Seafood,Vashi,Quick Bites,11am to 12midnight,Excellent,2.7,4362,Mon-Fri
Restaurant_3995,1548,Fast Food,Goregaon,Bar,12noon to 1am,Average,4.7,8055,Mon-Fri
Restaurant_3996,670,Seafood,Borivali,Fine Dining,10am to 11pm,Excellent,4.3,1789,Tue-Sun
Restaurant_3997,1100,Seafood,Vashi,Dessert Parlor,10am to 11pm,Very Good,3.8,5418,Mon-Sun
Restaurant_3998,1305,Italian,Dadar,Quick Bites,11am to 12midnight,Excellent,2.7,1055,Tue-Sun
Restaurant_3999,1017,Cafe,Borivali,Fine Dining,12noon to 1am,Poor,2.8,8012,Tue-Sun
Restaurant_4000,1974,North Indian,Borivali,Casual Dining,11am to 12midnight,Very Good,2.7,7372,Mon-Fri
Restaurant_4001,932,Seafood,Thane,Dessert Parlor,10am to 11pm,Average,2.5,1492,Mon-Fri
