sqft,bedrooms,bathrooms,age,price
2875,4,2,4,349593
872,4,1,23,200397
2944,2,3,25,395540
1693,1,1,25,192820
928,3,3,25,95130
1051,4,2,24,71833
2059,1,3,4,356960
2901,3,3,7,364550
2204,1,3,15,421913
2129,1,1,21,128247
2302,3,3,1,453857
1332,2,3,21,454559
2765,2,3,7,489793
982,3,1,27,433024
2814,1,1,17,399933
2082,1,2,1,343548
746,3,3,4,417877
2250,1,3,28,108416
1580,3,1,17,145294
539,2,3,18,328288
707,4,1,5,112288
1846,1,2,21,320196
1067,3,1,8,152405
926,3,3,1,442741
2831,1,2,27,114711
2278,3,3,2,284311
2694,2,2,13,323547
2743,1,3,17,324482
901,3,3,11,57632
788,4,3,8,451551
2725,1,1,9,255551
1403,3,1,23,183101
1893,4,1,13,385110
2660,2,1,18,445099
1389,3,3,24,255452
1564,2,3,22,480545
2022,4,1,20,303724
2038,3,3,24,414053
2425,3,3,12,148357
2137,2,3,1,135150
2712,4,1,19,255494
2623,2,2,10,410072
2295,4,2,3,385864
2825,3,1,1,250376
1966,3,2,10,169304
1127,1,3,22,308424
2895,1,1,26,136323
1777,4,1,25,309120
2319,3,1,7,317225
2053,1,1,1,98654
2856,2,1,9,137760
816,2,2,13,368877
2406,3,3,8,242355
2364,3,3,22,455786
908,2,2,20,282899
537,1,1,5,182431
1338,2,2,20,65215
1683,4,3,26,400903
2544,4,1,10,223253
1966,1,3,6,67560
2957,3,1,14,488435
2156,2,3,7,225013
1376,4,1,14,139441
610,2,2,11,135500
1843,3,1,25,391179
1856,2,1,1,172146
1128,3,3,17,353503
1724,3,2,12,155672
2842,1,1,21,474539
1286,2,1,23,283093
2877,4,3,7,167740
745,1,1,4,171674
2674,3,2,10,435870
2864,3,2,27,102023
2107,1,1,18,115246
717,1,2,10,227056
1640,4,1,1,300128
2547,2,3,28,221180
2231,3,1,25,152347
2054,3,2,23,353934
2130,2,1,20,254566
2802,3,2,26,125606
1125,4,2,13,237218
1082,3,1,27,209717
558,1,1,23,246100
933,2,3,10,184939
2752,1,1,22,307952
2640,1,3,4,385214
1698,2,1,18,115163
1749,2,1,21,208200
721,1,1,16,395489
2937,1,3,0,271311
2053,2,3,9,412495
2660,1,2,4,102766
2106,3,3,4,419954
2954,4,3,7,154710
1264,1,1,25,111782
540,2,2,21,335171
1566,4,2,14,407471
1188,2,2,5,51137
1869,4,2,27,268501
2398,3,1,18,277424
1724,1,3,1,498307
2148,4,3,18,144085
1390,3,2,5,342655
1474,3,3,12,58621
2040,1,3,1,148345
2573,2,2,18,272301
2675,4,2,18,455772
1093,1,1,4,63648
2259,2,1,14,319352
2460,3,2,1,388760
2432,4,2,28,169829
1525,1,3,8,216798
868,1,2,21,367534
653,4,1,23,434589
1342,3,3,28,133908
875,3,3,10,237525
2019,3,1,7,129553
1748,1,1,22,407043
2014,1,3,20,100036
948,1,2,7,367669
635,3,1,20,217149
577,2,1,20,55017
2221,3,1,4,317789
2127,1,3,5,351894
1685,3,1,21,295164
2610,1,2,8,196063
512,3,2,16,369538
2215,3,2,10,90865
2998,3,1,13,65725
2581,4,3,21,284855
2274,1,1,7,93349
1730,4,1,13,426790
1378,3,3,5,300163
1066,4,1,27,71470
1000,1,2,0,252417
633,3,2,10,350420
731,1,2,11,383176
734,4,1,10,263561
1655,1,2,9,434926
1405,4,2,20,245409
1945,1,3,16,225411
1202,3,1,11,69505
2668,4,1,26,367455
2953,2,1,6,150152
1892,3,1,15,355744
1050,2,2,24,343328
1466,2,2,25,274645
1267,2,1,21,244167
2344,3,3,2,170369
1865,1,1,12,222602
1909,1,1,24,99277
2357,1,3,22,341073
2861,1,1,21,425104
665,3,1,9,256910
2232,2,3,0,481410
2403,4,1,18,385292
2609,3,3,6,453389
2440,3,1,4,321498
1228,1,2,8,379701
1999,3,3,7,452644
2177,2,3,5,163149
1731,2,2,22,338737
1295,4,2,20,245509
1326,4,2,12,104071
2094,4,1,9,83653
2064,2,1,28,328628
995,4,2,14,291372
1252,2,3,17,55492
2895,3,1,18,180568
505,3,2,1,67799
1854,1,1,19,110815
2458,1,3,10,133575
1454,3,3,10,212743
2250,4,2,19,200263
2994,1,2,17,366374
2340,2,1,22,271947
1178,4,2,29,435231
1869,2,2,16,186756
1811,3,2,22,240289
1982,4,3,3,61277
1262,2,2,16,114432
1399,2,2,10,63256
2055,1,3,5,496769
2465,1,3,10,132418
2510,3,3,18,371543
1440,4,1,15,357039
2372,1,3,19,163245
2278,3,1,17,460240
735,1,2,4,134303
2276,3,2,4,252245
1888,4,3,28,430733
604,4,2,12,57671
2532,4,1,0,456860
510,2,2,23,352570
2624,2,1,14,459666
607,4,2,7,188559
1985,4,2,22,265124
982,2,3,5,371875
2558,2,3,5,332031
1029,3,1,11,450439
899,4,1,15,179857
2927,4,3,2,433400
1048,4,2,22,257206
1628,4,2,23,471792
2365,2,3,17,307315
2329,3,2,17,406345
1467,1,3,3,59486
517,1,3,26,233983
1525,3,3,26,317358
1116,2,3,8,455750
1238,4,3,4,415904
1583,1,3,20,156021
818,2,3,3,354475
1058,4,3,20,156987
972,4,3,21,340722
1026,1,1,22,143389
1420,1,1,6,477332
2141,4,2,29,142820
2941,3,2,28,50197
1579,3,1,4,102127
1352,4,3,24,345205
1499,4,2,10,121258
1513,1,1,27,480215
1722,2,1,26,107875
501,3,1,21,278432
1429,4,2,23,255324
2155,1,3,0,219708
1838,1,1,28,312998
907,2,3,22,335626
1997,4,1,5,359023
2549,3,3,6,331426
1491,4,3,8,236028
656,2,2,20,463261
1050,1,1,9,116256
2036,4,2,17,305986
806,4,1,18,120202
641,2,2,14,403650
2142,4,1,0,55542
1174,1,1,22,354244
657,4,1,3,175702
1937,4,2,26,129552
1220,1,2,7,234911
1520,4,2,22,313340
2912,2,3,28,171475
909,4,3,25,136994
2873,1,3,7,172573
1523,2,1,24,299607
2252,4,2,4,355121
676,2,1,4,164710
2902,4,3,26,491878
1124,4,1,17,422718
2489,4,2,16,486120
2651,3,1,15,261450
1917,3,3,11,192333
1861,1,3,0,462765
2760,1,3,17,268178
1429,3,3,8,374953
1470,2,1,7,453663
1355,4,1,5,239604
1615,2,2,10,132900
1486,1,1,22,312846
1729,1,1,25,236148
842,3,2,19,114884
1895,3,3,13,301673
838,4,1,14,254457
731,4,3,23,463049
1553,1,2,12,338569
2936,3,1,19,266859
2367,3,2,0,438270
729,4,1,26,124550
1920,1,2,2,249527
2362,4,1,11,167280
805,2,1,21,410828
1827,4,1,21,85479
965,2,2,13,259759
2825,1,2,24,375512
1029,4,3,12,460469
1377,4,2,12,146019
1188,4,2,18,452809
757,2,1,28,499253
2608,4,1,7,424861
2558,2,3,21,68074
1546,2,1,11,486619
2393,4,2,22,405840
944,2,2,16,223599
1245,2,2,21,125211
2033,4,2,19,184653
637,2,3,2,296449
2789,3,3,5,204361
2615,3,1,11,286064
914,3,1,14,288380
767,1,2,0,182783
1757,4,1,1,447964
1712,3,2,4,72629
1402,2,2,5,415357
2980,1,1,23,466595
2733,3,3,27,299082
2518,3,3,21,244102
1355,3,2,8,380581
1981,2,2,10,416185
928,2,1,11,463296
1819,3,1,8,318527
2788,2,2,7,450822
2468,1,1,12,486065
2362,4,2,28,230833
1517,1,1,24,153598
1851,3,2,18,248719
2041,1,2,20,291341
1245,4,2,6,275424
656,1,3,25,279401
1226,4,3,29,316678
2437,1,1,16,344762
1167,3,3,14,298281
2884,2,2,8,419482
2834,1,3,21,64149
1912,4,2,23,182154
2502,3,1,23,201068
2660,4,2,14,207508
2419,4,3,11,389278
1636,3,1,26,337686
813,3,1,27,493074
2415,3,3,24,308392
2067,2,2,22,85717
905,2,3,2,458555
2298,4,2,24,493408
817,1,2,20,289441
2563,2,1,15,202515
782,4,2,10,73380
970,4,1,5,119506
1707,1,1,19,182483
2688,3,2,20,151071
1612,4,2,9,361511
1354,4,2,19,271061
1144,4,3,16,368815
1252,1,2,13,325790
802,2,1,22,77035
2393,3,2,1,140438
2798,1,1,21,146805
1794,2,3,21,264358
1591,1,1,28,92264
1858,2,3,26,457642
1463,3,2,26,345816
1550,3,3,28,124668
2281,3,2,10,185359
1480,3,3,10,120226
1461,2,1,12,498849
851,1,3,2,476209
1026,4,2,8,279448
2931,1,1,7,216964
1470,1,2,20,440282
2640,3,3,11,176668
981,2,3,12,454870
2577,1,3,24,460026
1549,4,3,8,163534
2615,3,1,22,225028
2988,2,1,9,147793
2879,3,3,7,428765
1027,1,1,9,251302
2252,4,1,10,290095
2395,2,2,15,307139
1690,4,2,5,289845
2430,2,2,23,444033
2747,2,1,13,120316
2342,3,1,5,397572
936,2,3,13,61232
2113,1,1,15,206834
2574,3,1,19,230814
1545,1,1,29,174403
2508,4,1,18,483775
2567,3,1,16,259215
2880,2,2,20,375974
1333,4,1,3,415180
2480,3,3,0,174317
2647,3,3,9,417910
1415,1,1,2,424586
2823,2,1,0,433271
1209,3,2,4,213565
1741,2,2,23,367991
2846,1,3,13,164823
1513,3,2,6,365770
1072,2,1,23,437732
2309,3,2,27,104624
2131,4,3,16,339167
1009,3,2,15,118568
2770,1,2,12,125483
2579,1,1,22,163639
2249,1,1,0,433516
2851,4,2,16,179631
1428,4,2,12,328809
2811,1,2,7,280699
2636,3,1,27,300914
1988,3,2,10,367370
1342,2,1,17,368919
1387,4,1,11,171840
608,1,3,13,246248
2516,4,1,12,171472
620,2,2,8,393998
2115,3,1,25,289818
2806,2,3,28,309689
1801,3,2,3,270415
2769,2,3,26,409914
692,3,1,14,476443
1083,3,2,27,379733
1204,2,3,9,185981
592,1,1,21,165581
2901,1,2,17,65302
1265,3,1,16,119328
2767,1,1,11,418801
1701,2,1,19,111308
2586,3,1,17,319428
2272,1,1,21,146791
2984,1,2,7,263060
2450,2,3,22,181429
1819,3,3,7,61246
706,3,3,1,225718
1420,4,3,4,385126
1729,2,2,27,150737
776,4,3,25,493938
779,1,1,14,332080
2825,2,2,13,380352
1031,4,3,9,442112
1918,2,1,3,74878
2463,3,2,8,371547
2032,4,3,0,185710
2754,4,3,4,130648
1914,4,1,26,319567
1992,2,2,27,306158
929,3,3,8,326518
2232,2,1,5,441070
2281,1,3,9,290786
1949,2,1,6,102407
2653,2,1,20,125715
573,2,3,12,289725
1451,2,2,9,143716
1176,4,2,16,432082
1812,1,2,12,427978
807,1,3,4,455709
1155,3,2,28,394777
2028,4,3,1,246687
2905,2,2,16,279539
1887,1,3,21,348211
1215,1,2,5,102987
972,4,1,25,109824
2517,3,2,21,76202
1143,4,3,1,376421
1100,2,1,25,452567
1136,4,2,26,497188
698,4,2,3,129283
2921,2,1,10,357738
2706,1,3,16,83149
1867,2,2,8,364928
1281,3,1,19,446501
2930,3,2,3,493909
2845,1,1,0,173996
2817,1,3,24,480567
2629,3,2,3,283717
1577,4,1,8,75692
1781,2,3,19,260280
1367,2,3,25,216210
1037,2,3,4,380789
2522,3,3,9,393383
2377,4,1,11,485618
1187,1,1,16,65517
1659,4,2,6,185054
2143,3,1,19,87163
2498,2,2,2,98392
2942,4,1,3,187174
589,1,3,21,316006
1795,4,3,27,279635
744,1,2,15,244644
954,2,2,2,324453
2335,3,3,24,112254
992,1,2,2,276657
1273,4,3,17,269451
948,1,1,26,124017
1095,2,3,20,171294
967,2,3,8,202780
2035,3,2,0,174897
713,2,3,21,136762
813,2,1,7,371121
1178,4,2,5,76928
1585,3,1,8,347391
2867,3,2,5,409336
2755,2,1,23,63918
2560,3,3,3,353983
1840,3,3,15,322662
813,1,1,28,465681
2105,1,3,25,481853
2956,3,2,11,66042
1399,3,3,27,73287
2981,1,2,13,398758
1876,4,2,7,166248
1208,2,2,18,221538
2633,2,2,22,164611
820,2,2,21,475448
2057,3,3,27,124692
2886,4,1,7,429341
2693,3,1,24,236901
1985,3,2,0,360521
2758,1,1,23,214082
676,1,3,19,443102
1530,2,2,27,268210
1625,4,1,8,386869
2477,2,1,13,132000
1193,1,3,18,151541
1366,1,2,24,164765
2385,3,2,7,483731
1229,4,1,18,154878
957,2,3,6,98972
965,1,1,14,205223
1939,3,3,3,381002
1383,1,3,5,330591
2182,4,1,28,378493
858,2,1,29,70637
2089,3,2,10,356621
1709,2,3,4,235349
1120,2,3,1,223027
2343,1,3,7,148133
1431,1,2,17,219611
1497,4,3,22,61664
2447,3,2,27,437836
2898,2,3,16,140279
547,4,2,7,414781
1822,4,1,28,206837
672,3,2,20,108177
2301,4,2,9,472961
962,3,1,12,235563
2222,1,3,2,367345
1463,2,1,12,114475
846,4,2,8,120059
2091,1,1,23,423716
544,2,2,0,323819
1391,3,3,11,341513
1500,4,3,16,218414
2463,1,1,7,118585
1170,1,3,21,200123
1670,2,2,13,302591
2013,2,1,6,253135
1905,2,2,0,497528
2054,1,3,22,90724
1067,3,2,24,384716
2497,1,3,2,233059
1465,4,2,24,477514
2753,3,3,18,458613
1824,3,2,9,165590
556,3,1,12,333418
1690,1,2,10,476150
708,3,1,0,450801
747,2,1,1,381873
2609,4,3,11,147225
749,2,2,3,289529
927,4,2,11,229054
779,2,3,13,115098
2020,2,3,16,53207
2497,4,1,0,377236
1445,2,1,14,171160
1671,4,3,0,195166
1431,1,2,8,190768
1040,2,2,8,350953
1795,1,1,21,89531
686,2,3,5,97189
2400,1,1,5,352993
1465,4,2,26,216874
834,1,1,19,144927
2451,3,1,24,447820
1579,3,2,7,321117
1828,3,2,24,386436
1648,3,2,27,431884
1601,4,1,6,91985
1181,4,1,17,343218
1818,1,2,5,263902
1706,3,2,15,52618
1613,4,1,14,119947
2391,1,3,11,116421
2848,3,2,7,359489
1604,3,2,5,245309
920,3,3,18,126057
2462,1,2,26,337942
2422,4,1,22,484867
2744,2,3,28,61158
2935,4,2,27,238048
2579,1,2,19,388874
534,1,3,21,203741
1962,4,2,21,79287
776,4,3,19,484803
1498,2,1,16,291640
1352,3,3,4,442445
2432,1,2,17,216825
1063,1,2,19,381185
2568,3,3,28,89431
516,4,3,14,424513
1575,1,1,19,473417
1286,3,1,0,353355
2100,1,2,22,160571
2661,4,3,5,444362
1085,2,2,3,454087
2806,3,2,12,279535
1999,1,1,16,366496
718,3,3,1,80223
1203,2,2,17,213594
1137,2,1,10,134133
2681,4,1,0,294071
1056,1,3,22,332573
2291,2,1,6,452437
1576,4,2,8,423455
1053,3,2,28,134185
2454,2,3,3,328861
749,4,3,28,290121
701,2,3,24,297086
1446,3,3,23,114244
1992,3,3,15,172631
2744,1,2,11,351193
1736,1,3,9,300449
785,3,2,24,109518
1455,1,2,27,258863
1155,3,3,22,474414
1660,1,1,18,431288
2040,1,3,13,406795
1527,3,3,25,119311
1969,2,2,12,138767
2177,3,2,26,396871
2470,4,1,21,151185
2860,2,2,14,137849
2174,2,2,24,60581
882,1,3,0,65471
1120,1,3,29,400361
2084,3,2,9,349039
1721,2,2,20,340568
2005,3,3,24,145239
2603,2,1,19,258954
1306,3,3,16,472427
920,3,1,0,171970
2309,3,3,25,425245
1283,2,3,20,365345
1646,4,1,14,474171
1917,2,1,5,244252
2018,1,2,27,103749
2466,4,1,26,326100
1457,1,3,11,235705
1247,4,2,17,129455
791,4,3,2,433532
2264,4,1,8,221334
1073,3,2,2,337339
1957,4,2,18,115689
752,3,2,26,217595
1507,1,1,6,194090
2358,1,2,16,434713
538,2,3,24,118798
1065,1,3,12,384428
1751,4,3,7,237074
1947,1,1,21,224348
2725,1,3,0,374728
1782,2,3,23,340410
1602,4,1,24,111446
2299,2,2,6,467066
536,3,1,28,181375
929,3,3,3,201107
2429,3,1,4,343675
1727,1,3,10,303441
1280,3,2,21,251171
803,3,1,4,208995
2615,3,2,7,260755
665,2,2,27,62812
1496,4,1,9,101527
2887,2,3,17,78112
2796,1,1,26,223933
2262,4,1,13,253705
749,3,2,6,495192
1770,4,2,21,383395
2216,1,2,15,322519
2981,3,2,21,283366
2645,1,2,13,300760
1088,4,2,23,103336
968,4,3,15,169034
2026,2,3,7,264336
2325,2,3,15,318969
2402,4,2,12,471286
1130,4,1,10,448735
2130,2,2,19,288602
2348,2,1,22,399277
774,1,3,6,278525
2442,2,2,22,431200
2458,1,3,12,157710
1847,2,1,27,326642
990,2,3,17,136379
1989,3,1,27,418196
1277,4,2,15,330247
535,3,2,22,455117
1678,4,2,6,448900
2973,2,3,2,306499
2032,3,1,29,322194
687,3,1,29,315705
1251,3,3,21,390061
1341,1,1,16,377607
2136,3,3,16,269976
1219,1,2,7,57394
2383,2,3,7,296145
2634,4,3,7,298130
1706,2,1,12,89648
2541,2,3,13,172923
2836,3,2,5,215659
506,3,2,21,488813
2094,2,2,10,72412
1802,3,3,9,146987
1462,3,3,23,264349
1083,3,2,12,141140
1549,4,2,24,117758
2563,3,1,17,494178
2489,2,2,6,445450
816,3,3,2,243509
1299,2,1,12,402909
588,4,2,13,460861
1734,4,1,28,497332
559,2,1,6,481225
1245,4,1,25,60667
1465,4,1,13,327390
2187,4,2,16,80738
1615,4,2,4,126906
567,3,1,11,56668
1219,4,1,16,104134
2942,3,3,22,483580
2869,1,2,21,359137
2389,4,2,15,66223
1410,2,1,11,317453
964,2,2,13,187734
2886,4,1,12,163953
2236,4,2,11,218744
2438,2,3,23,347676
2315,2,3,3,69772
1906,3,1,26,93768
2762,1,3,9,463172
2948,2,1,5,128677
2986,4,1,11,214513
2020,1,1,2,185730
2280,3,3,26,495220
2299,3,1,6,406053
1723,2,2,13,63607
2029,1,1,7,435435
2742,4,2,8,221026
2118,3,1,28,132342
1059,2,3,13,50998
2959,1,1,9,108405
2506,1,2,1,314328
1790,2,3,0,380970
1497,3,2,10,118696
2309,3,3,6,268618
1256,3,2,1,262093
2741,1,1,9,180454
1170,1,1,4,377416
2697,3,1,23,158211
1840,1,3,9,139145
624,1,2,5,215653
1213,3,3,6,239006
2463,3,3,17,335860
2796,4,1,25,139509
2341,1,1,4,417636
1140,1,3,24,460413
2677,1,1,12,481873
1142,4,3,22,129587
606,4,3,2,136923
777,2,2,12,294858
1062,2,1,25,293041
682,1,3,4,185318
1243,1,3,20,372326
1559,2,1,18,203914
2085,3,2,29,375074
1823,3,1,15,74649
1002,2,2,6,305056
2729,1,1,16,364869
841,1,2,14,389223
2497,4,2,6,298030
2651,4,3,17,92700
730,3,2,25,351734
2670,1,3,27,309841
2686,4,3,27,146272
2901,2,2,12,181983
2456,2,3,29,395729
679,4,3,27,281947
2937,3,2,9,147203
2887,1,3,22,50908
529,4,1,24,277971
1258,1,1,21,110600
610,3,2,26,403034
578,2,1,26,352324
2861,4,2,28,107820
1653,3,1,22,435167
2964,3,1,27,431636
2831,2,1,9,495919
1001,2,2,1,359305
2887,3,3,6,258038
1780,1,3,6,433209
2431,3,3,10,324883
2643,2,1,3,360007
2050,1,2,17,489848
805,1,3,28,106549
1116,2,2,25,440619
2281,3,3,17,172241
1114,2,2,18,320691
2959,4,1,22,237926
1210,3,1,29,227242
1513,2,1,15,250843
1545,2,3,9,54640
2747,1,1,12,89560
2256,1,1,25,488140
2352,4,2,13,114225
1632,4,2,8,96621
2831,2,3,17,253534
828,4,3,11,297007
2925,3,3,2,226771
1355,1,3,24,69988
1148,4,2,8,374500
2085,1,1,29,495799
1304,2,2,24,197829
1320,1,3,9,442847
1295,2,3,23,52138
1709,1,2,12,219885
618,2,2,25,433906
884,1,3,29,120999
1678,1,3,10,109123
912,1,3,24,121142
1143,4,2,6,387827
2761,4,1,28,97263
2907,3,3,1,188633
510,1,2,24,51965
2129,4,3,18,263534
1958,2,2,23,454354
2603,4,3,5,336843
2493,2,3,6,357988
1559,3,2,7,189897
2132,2,1,21,287376
2470,4,3,26,472018
2345,1,2,15,471791
1953,3,2,1,125012
1121,3,3,18,459972
1737,1,2,28,499522
667,4,1,10,405254
664,4,3,28,306816
2392,4,1,28,280754
1386,4,2,9,222508
2618,2,2,6,396681
2939,3,2,22,445327
1675,3,1,23,298464
2669,1,3,22,397420
1769,3,2,0,363988
1793,4,3,3,255011
2852,1,2,19,184489
997,3,2,3,253972
2859,2,1,13,107628
960,4,2,2,464202
574,4,1,29,415941
2303,3,1,4,267914
2524,4,2,15,100571
937,4,1,25,386708
2891,4,2,22,201142
710,3,2,8,313192
2724,3,3,28,109101
1192,4,2,20,410900
1205,3,1,23,237984
2338,3,2,28,187985
2321,4,2,0,378431
2368,2,3,7,177970
1570,4,2,24,480139
925,3,1,1,104333
1658,1,1,24,462082
2074,2,3,20,198916
2012,2,3,17,92673
558,3,1,8,339750
2902,2,1,7,317762
1107,2,3,22,149840
2956,1,3,14,210194
543,4,1,8,203925
2741,4,1,6,144564
1902,2,1,28,370725
2420,3,1,16,429615
1164,1,1,12,189275
1215,3,3,3,362549
1211,3,2,13,369840
875,1,2,16,218939
1886,4,1,6,275118
2129,4,3,22,394257
1831,2,2,28,315795
2933,3,1,0,348856
1351,2,3,18,435092
2356,2,1,3,214449
1915,4,3,6,150992
2818,3,1,5,52956
821,4,2,29,474446
2351,3,1,28,462737
1949,1,1,24,270519
2450,4,1,21,247233
2351,1,1,13,347456
2797,4,3,24,426343
1475,1,1,6,213111
2699,4,2,0,87321
2050,1,1,28,134997
2473,2,1,13,66153
755,4,3,7,204324
1257,3,2,17,344228
2023,3,3,24,407611
2769,2,3,27,143820
1250,1,1,9,418899
1003,4,3,26,140813
818,2,3,15,274924
2225,4,3,13,102656
1563,1,1,3,428488
1298,2,1,3,350629
1476,4,2,5,441170
2769,1,1,2,72174
2640,3,3,11,117139
2457,3,2,21,272893
2700,3,1,23,423684
2561,3,3,28,385646
2730,4,3,20,97780
1462,4,2,19,456897
901,1,3,18,192693
1888,2,1,12,339370
648,2,3,11,381979
1366,3,2,21,301680
2810,4,1,13,160421
1106,1,2,9,243402
2744,4,2,13,359268
996,4,1,1,97434
847,2,3,5,139943
820,4,1,23,129401
2426,1,1,19,194197
870,3,3,16,190837
1894,3,3,13,159957
2236,3,3,6,59296
2724,2,2,26,423710
698,3,2,14,113378
1223,1,1,12,474042
1547,1,2,9,223394
2965,3,1,0,381807
2696,2,2,29,441724
1067,3,2,8,382861
904,2,1,8,77013
730,3,3,12,317534
2263,4,3,5,368402
2357,3,1,19,211668
2076,2,3,17,353372
2670,2,1,25,282400
2997,4,3,15,120081
2788,1,1,29,109603
2812,1,2,27,68475
1814,3,1,10,414578
844,4,3,8,295159
920,3,3,17,458181
1186,4,1,19,354190
2678,2,2,2,206306
2786,4,3,25,107566
2897,4,3,11,238593
1975,4,1,4,211049
1561,3,2,15,90504
1991,1,1,21,462791
745,3,2,12,400459
2353,1,2,14,388019
2147,1,3,8,233859
2959,4,2,27,149228
1196,1,1,9,167759
2233,4,2,24,279654
2190,4,3,20,260552
2803,1,3,26,430940
1172,1,2,5,278219
1776,4,1,10,453173
1821,3,3,2,269168
629,4,3,7,487156
693,4,2,15,223683
1192,2,3,9,325736
2991,2,2,5,156950
567,1,3,25,365648
1038,1,1,22,331014
1134,3,2,4,156410
2290,3,2,8,172692
751,3,1,0,459025
1004,2,2,20,388609
2445,2,3,15,224908
2176,1,1,27,67376
1175,1,3,28,68766
1412,2,3,27,290494
1350,2,1,15,89031
1807,1,3,29,289439
551,2,2,9,240503
2876,4,3,22,191311
844,1,3,23,359178
866,3,2,11,85660
547,2,2,28,427126
966,1,3,4,162279
2317,1,2,19,133015
2671,1,3,20,425149
530,1,3,18,427981
1005,2,2,0,180647
1571,1,2,7,485863
1641,1,2,5,256777
2040,3,3,28,406983
950,4,3,10,497299
1391,1,3,7,95874
2851,2,1,12,65039
1360,4,1,19,399773
1228,1,2,17,477201
2482,2,1,25,52161
2392,1,2,17,496877
2951,2,1,20,248142
1120,4,2,20,160293
2005,1,2,20,162140
2288,1,1,8,470818
638,2,1,13,240849
2091,2,2,5,140263
2071,3,3,29,70856
736,4,2,21,198786
663,3,1,26,179124
699,2,1,14,66907
2358,4,2,1,449107
1459,2,2,0,361240
2166,3,3,9,446230
720,4,3,5,189956
2829,1,3,7,241934
716,4,2,11,115658
2330,2,1,11,241927
2982,1,2,22,268401
1044,3,1,14,152875
2408,2,3,17,264691
2649,4,2,20,207389
786,3,1,7,113501
647,4,2,25,297840
2952,2,3,13,452210
2204,4,3,25,79800
2231,2,3,20,294738
2010,1,3,29,111415
1125,4,2,3,308232
560,2,2,19,188848
905,1,2,27,213575
2346,1,2,3,159490
780,1,1,2,466839
794,4,1,0,325048
990,2,1,29,260953
2987,1,3,27,232888
2151,3,1,1,350989
2079,4,3,5,364325
2318,1,3,28,343364
2598,1,3,17,122456
1249,1,2,17,367500
1358,4,3,9,305158
2710,2,3,29,243966
2350,4,3,3,317343
1251,4,3,27,390803
721,3,3,14,95535
2017,1,2,22,93582
2061,4,1,5,226031
2828,1,1,1,391595
993,4,2,17,317358
2760,2,2,7,464234
576,4,3,19,110491
1375,3,3,0,240280
2592,3,3,24,380078
2600,2,1,25,111609
910,4,2,4,201179
586,4,2,0,421182
617,1,1,6,462225
1258,2,1,8,311723
2624,4,2,25,353360
1735,2,1,10,320898
2814,3,3,7,50871
886,2,1,22,282325
1836,1,2,0,146937
1024,2,2,10,275752
1560,2,2,23,253967
1375,1,3,16,421500
1451,4,2,7,451919
2477,2,3,23,236423
851,3,2,21,199779
1268,3,1,28,448800
1754,3,3,29,450790
1916,2,3,5,404059
2916,3,3,17,334835
1781,1,1,7,495092
1602,4,2,19,116229
2602,2,1,14,285708
1729,3,1,19,345956
1852,3,3,20,462577
1353,2,1,6,498146
2312,4,3,9,154717
946,1,1,20,288237
1186,4,2,3,230819
722,1,2,9,341864
610,2,3,6,251816
1525,4,3,12,206662
2703,1,3,24,62457
1376,4,2,1,346069
1351,2,3,8,233745
2755,2,3,17,212933
2840,4,3,1,436950
1808,3,3,26,288467
1441,1,2,11,314028
2397,3,1,1,303852
694,4,2,4,233257
898,4,2,28,154027
1205,1,2,28,280762
1640,4,3,21,285398
1465,1,2,9,295025
2974,1,3,20,183852
1516,1,1,22,67123
1690,1,3,1,482709
2775,2,2,8,167224
2122,2,1,8,120130
1368,3,2,6,383336
555,2,3,0,305713
1607,4,2,25,399640
2085,3,2,28,394224
1261,3,2,3,451776
2519,1,3,0,435785
2279,3,1,0,374050
1889,4,3,27,477200
1653,3,3,1,493675
1919,3,3,27,334912
619,2,2,13,186040
2274,1,3,6,317092
2856,2,2,3,66355
2248,2,2,7,109676
804,2,2,29,428544
1847,2,1,11,457203
1802,2,2,13,79822
1144,2,1,6,294011
2477,3,2,1,403566
1178,4,2,7,169160
1312,2,2,11,183792
1487,3,2,15,168116
1176,1,2,24,263728
1091,1,1,21,392478
621,3,1,2,69352
2357,4,3,18,206244
1092,4,2,16,225224
1089,4,2,28,431810
1472,4,3,28,277208
2288,2,1,8,478952
1041,3,3,24,116153
2773,4,1,12,430636
872,1,1,11,495712
1539,2,1,16,373198
765,2,1,12,84768
1097,1,1,25,471623
2966,4,3,9,410051
2167,1,3,3,284463
2755,4,2,9,363628
553,1,1,21,364067
741,1,2,9,116491
1754,2,3,15,253617
1053,4,1,3,425729
2327,2,1,15,68430
862,3,1,4,111310
1430,3,2,19,375082
1338,3,2,14,448611
543,2,1,16,82177
2502,1,2,8,202969
1362,4,1,10,116703
918,2,1,23,429080
1699,1,3,13,206102
2977,4,3,13,124180
1548,2,1,4,66439
597,1,2,27,158755
1364,1,3,1,221407
1869,4,2,29,225128
2727,1,2,11,355493
1709,4,3,5,227319
1983,3,2,23,342630
599,1,2,0,187756
515,2,3,26,209890
1876,2,2,15,255744
671,1,1,27,447026
740,4,1,25,193597
2851,3,2,21,104156
1239,3,2,13,60116
741,4,3,16,207587
1929,2,1,1,366124
878,2,3,11,125250
1907,1,3,25,316350
2257,2,1,11,183096
555,4,1,21,124399
963,3,1,12,430972
2281,1,2,17,283693
1589,3,3,7,153412
1245,3,3,8,91445
1537,1,3,14,199951
