age,income,score,transactions,balance,churn
25,69165,830,22,6558,0
47,72239,791,94,3925,1
24,23060,824,39,26534,0
64,53884,430,62,37468,0
65,54187,570,58,46625,1
39,49467,518,89,12348,0
44,27943,844,67,12547,0
57,21624,810,83,3505,0
59,34411,613,72,2925,1
53,35035,562,18,19892,0
62,21157,343,74,30363,1
53,75292,848,38,5029,0
36,29210,675,21,41603,0
44,86056,314,98,19087,1
23,39763,814,82,18345,0
33,22520,807,34,48298,1
41,89429,406,98,22251,0
41,71173,653,54,6463,0
47,57966,359,31,739,1
56,56661,654,80,1903,1
62,58297,667,98,24654,1
52,61828,501,99,36872,1
67,55824,770,84,21987,0
66,26666,329,90,36818,0
52,42566,402,67,18209,1
37,61748,440,58,13271,1
53,85140,611,73,7562,1
28,96677,579,86,26779,0
67,84650,558,3,35675,1
36,90445,840,77,36133,0
57,21438,387,34,46433,1
62,99799,540,12,17806,0
42,40042,622,59,32700,0
67,38028,426,79,1927,1
39,77426,388,44,36072,0
18,57081,363,44,26600,1
37,47373,494,58,40128,0
66,67076,570,50,3991,1
52,55700,502,73,21169,0
40,96334,710,78,1161,0
41,47919,376,38,29671,0
56,80128,386,90,12304,1
40,30467,632,48,30029,0
55,92022,684,91,13568,1
64,69974,621,34,20490,0
24,54940,365,44,32489,0
56,55119,749,55,5439,0
61,78627,543,60,45399,1
26,90418,815,32,29283,1
46,70235,632,16,8735,0
58,22514,728,31,6040,1
60,32073,556,42,13658,0
59,38921,484,79,34990,1
27,96467,366,38,30032,1
32,28612,313,93,30846,1
65,22925,309,86,27587,1
25,90609,300,4,47953,1
62,50537,344,94,43594,1
58,36418,647,32,6184,0
63,98845,726,68,14247,1
39,94166,822,1,29162,0
37,97528,724,36,31908,0
35,60088,723,7,32329,1
51,55687,366,44,6158,1
40,65422,514,24,49337,1
45,68642,669,33,49889,0
58,93486,600,79,31209,1
27,25140,436,89,39266,0
69,77312,528,25,38023,0
60,33990,809,78,24606,1
40,57645,507,58,31595,0
27,39747,318,12,37628,1
68,84151,790,76,26382,1
18,84905,430,80,7516,0
46,66174,440,89,49742,1
63,68998,837,11,24567,0
58,20494,450,69,20735,0
22,42339,680,78,37592,0
61,72977,404,44,42700,0
46,33743,497,93,49481,1
69,37639,526,66,22034,1
67,27567,817,52,4272,1
66,30674,316,66,27650,1
37,43881,471,50,12945,1
25,84954,616,12,4575,0
42,86319,394,69,7753,1
18,63686,535,76,12282,0
53,71421,315,33,24364,1
61,54823,743,58,49556,0
33,66172,834,10,14241,0
22,24610,367,53,45148,1
67,52588,447,49,30281,0
67,74706,760,35,5275,0
68,90091,463,77,7093,1
30,39239,653,49,37769,1
18,95506,367,10,33567,0
25,39205,581,57,39757,0
18,55430,334,63,49183,0
37,43694,703,79,49652,1
56,23757,565,63,34039,0
68,74650,369,38,14621,0
42,89191,777,73,37815,0
46,63111,639,61,37109,1
20,24055,601,90,24085,0
46,89279,798,66,114,1
35,41302,815,34,2647,0
35,29090,411,22,12571,0
41,55247,840,76,36264,1
23,28930,559,17,36036,1
45,74668,673,82,33352,0
69,83994,674,85,20026,0
31,78495,500,86,29623,0
43,89881,502,85,11114,0
24,68537,620,99,36945,0
28,49323,778,89,4519,0
38,88347,797,13,47732,0
22,80120,399,83,40719,0
48,75954,602,15,11025,0
62,57320,317,74,42409,1
62,98946,453,71,2685,0
44,73676,588,88,31312,1
50,81731,643,13,2049,1
51,51876,473,91,465,1
67,79368,836,63,33855,0
53,57969,698,7,7434,1
63,75977,461,70,31286,1
22,50002,734,80,24193,1
43,74488,404,69,8504,1
65,20454,627,37,360,0
69,52983,375,77,7765,0
52,87618,831,26,14362,1
37,88506,603,47,24848,1
31,70561,480,17,43241,1
22,20714,618,75,44176,1
29,34972,700,78,25338,0
30,34958,522,55,17157,0
65,93316,506,22,18272,1
44,85874,715,39,1932,1
44,30953,411,95,30853,1
33,58126,640,99,36697,1
68,84478,696,41,13029,0
21,73056,710,99,2283,0
30,88937,709,46,10172,1
35,35651,608,93,43609,1
62,37296,373,29,26325,1
29,96714,541,92,39306,1
36,35665,419,20,46559,0
34,63797,356,69,37637,0
59,58468,311,58,43662,1
24,58146,673,28,49445,0
38,63504,748,31,4520,1
63,73557,820,86,47094,1
56,25141,776,64,33553,1
18,70138,519,92,41441,1
31,94784,765,27,33068,0
20,67508,347,90,43391,1
49,91808,830,26,1180,0
26,94883,641,50,36330,0
28,52424,509,27,324,0
40,96315,481,92,40189,1
47,53227,719,38,6687,1
64,25996,677,19,35421,0
22,57881,820,7,31492,1
47,92150,692,41,18017,0
68,42539,345,93,3633,1
43,33487,542,88,16209,1
21,60121,532,86,37885,1
69,73872,842,8,5603,1
44,27316,674,20,27897,1
46,43414,482,23,45076,1
62,48776,485,76,47509,1
55,86808,556,28,44988,1
24,47961,755,23,5798,0
33,88583,768,50,35682,1
25,94801,363,21,23300,1
42,82815,783,25,9376,1
41,26144,393,33,32454,0
58,34879,605,68,36631,1
58,74466,558,73,12405,0
68,39551,753,58,6127,0
68,30667,657,85,19061,0
38,85744,747,48,5112,1
60,63019,324,65,33318,0
33,83553,355,89,42567,0
58,60339,340,32,47886,0
64,27123,716,81,17221,0
28,36694,552,62,14852,0
25,71506,405,14,23766,0
52,31839,426,58,7599,0
63,28543,751,46,49427,1
23,79481,624,85,10315,0
54,89835,588,67,48617,0
28,83106,544,65,22251,0
45,94651,833,17,3860,0
59,54052,790,86,35797,0
69,27368,559,39,35467,1
28,63958,613,52,28609,0
23,68621,660,55,40221,1
57,98177,334,95,23814,0
47,46618,799,75,11364,1
31,79646,541,68,28689,0
30,56661,690,19,35259,0
52,46722,704,95,27921,0
23,94618,698,27,3547,0
66,63980,749,18,14198,0
50,29063,386,53,20341,1
28,78292,546,14,15916,1
18,29748,695,5,48838,0
44,75249,348,87,43927,0
47,36003,745,37,17115,1
63,36479,588,42,49604,0
43,26810,486,48,30458,0
45,80760,839,26,34275,0
58,92732,376,75,37664,1
49,74392,658,27,39293,1
27,65752,457,84,8381,1
29,95232,527,78,31237,1
53,58481,559,42,29029,1
67,72506,312,37,33026,0
60,81133,684,28,1993,0
39,32839,679,41,44469,0
33,77065,835,62,24842,0
35,40092,845,69,11395,0
24,20962,466,33,30342,1
69,20162,801,31,7961,1
53,34181,342,56,20064,1
19,20330,487,90,35049,0
26,62739,750,7,21538,0
61,76426,392,57,34459,1
47,63123,455,34,35573,0
45,81281,612,67,9512,0
46,30838,612,88,9393,0
36,32996,842,71,26850,0
45,29124,516,46,32806,0
58,74541,457,28,33103,1
42,56294,801,45,13894,0
46,90260,713,96,12550,1
40,92800,459,60,36057,1
27,62751,347,7,13213,0
58,63009,782,46,11786,1
22,38605,748,9,20166,1
50,87588,704,15,11161,1
65,77900,719,55,12216,0
58,96518,690,9,995,0
22,29212,811,34,2453,1
21,44379,455,57,35903,1
54,77723,567,4,11605,1
21,77897,627,38,18241,0
42,38817,487,14,37307,0
49,61431,666,82,23741,1
31,89276,738,41,5939,1
44,28796,719,68,37607,0
43,63660,729,3,35389,0
25,67293,393,83,715,1
47,36293,801,27,9102,0
30,29599,590,94,14119,1
49,88792,393,13,35846,1
60,21278,825,97,30006,0
46,96320,720,68,15077,0
40,87895,519,35,14628,0
45,73974,735,19,12269,0
31,83402,340,44,34773,0
27,23131,432,32,36768,0
24,31415,576,45,796,1
68,83660,738,69,10602,0
66,50348,732,81,31890,1
43,42687,616,99,11076,0
53,47497,433,81,25229,0
69,96290,478,81,1774,0
44,45918,361,25,21128,0
45,81100,579,72,5252,0
63,55524,690,92,11938,0
47,86090,517,51,2940,1
61,75252,832,62,42605,0
60,21146,359,83,30954,0
41,86571,509,8,46491,0
18,45563,448,73,18988,1
58,71914,479,18,11521,0
44,66222,433,54,7279,1
18,73372,702,44,17157,1
27,57157,446,67,31774,1
60,83805,763,91,32842,0
22,32396,580,34,36425,1
26,57135,455,16,10470,1
20,37380,365,55,30138,0
46,25823,721,48,11136,0
19,99502,332,30,8502,1
35,70239,550,59,19002,0
31,96729,681,36,11015,0
46,34586,600,74,16321,1
22,22639,486,23,14434,0
63,74112,491,93,25054,0
22,69831,547,57,49931,0
19,48051,387,95,46494,0
56,55401,383,40,21983,1
40,20399,662,49,8272,1
48,64932,720,95,40573,1
67,85407,412,81,43448,0
33,73303,435,5,45703,1
39,45898,537,34,2194,0
44,60830,842,25,46388,0
46,93811,456,88,34442,1
22,88492,317,77,36459,0
69,75698,319,75,4292,0
29,60043,414,40,32411,0
30,47598,671,18,35585,1
25,68794,341,95,30333,1
63,93065,786,2,26250,0
41,49648,726,22,7999,0
45,41449,686,78,43153,1
54,88899,704,78,18222,0
44,41042,752,11,3696,1
53,43409,364,36,24628,1
26,87610,761,9,10628,1
32,29525,797,68,14610,1
63,57787,623,32,25042,0
22,95203,830,56,9547,0
45,65894,447,52,13275,0
32,64046,411,14,40557,0
53,30216,692,94,15791,0
35,21308,786,55,22294,1
39,86278,717,52,36406,0
22,50920,469,97,40097,0
39,71091,568,14,8662,0
34,47840,644,95,20704,1
39,39974,569,95,8249,1
38,84673,304,63,1228,1
63,30237,788,15,31073,1
40,92296,549,1,11258,0
45,33103,524,72,26844,1
45,68024,375,55,2558,1
34,99206,483,89,26269,1
36,54893,305,54,21564,1
30,71594,620,90,36151,0
62,50475,790,88,3938,0
62,51401,312,99,39043,0
51,27220,612,83,41668,1
64,48572,601,12,30758,0
50,22604,413,77,3790,1
64,70274,608,80,26605,0
33,47670,466,58,15944,0
60,92635,319,93,46829,0
47,29295,703,10,34353,0
20,89109,397,49,17479,1
44,49412,441,32,26859,1
37,88155,570,50,24341,0
49,49716,701,82,10839,0
38,64602,581,11,17480,1
63,32516,638,7,34453,0
22,50616,555,24,12278,0
66,99869,747,76,39457,0
19,28002,495,16,8623,1
39,43746,405,75,14288,1
24,94282,774,94,30339,0
59,52691,668,97,41584,1
27,52830,599,33,41278,1
69,64568,682,69,35836,1
57,25413,439,17,15261,0
18,71892,685,60,28864,1
33,21759,554,63,12640,1
58,53372,423,34,19802,0
45,99429,341,16,18691,0
65,72168,805,51,1058,0
37,42921,461,9,43954,1
43,71638,624,96,39543,0
32,44461,703,27,3697,0
58,74780,593,48,28661,0
47,30052,811,30,47555,0
29,90470,388,79,17761,1
19,20359,687,91,17997,0
27,81237,617,22,6490,0
44,57687,660,22,36215,0
38,83118,592,24,27625,0
33,62365,726,78,36062,1
54,67315,775,38,1440,0
62,40200,745,6,14298,1
39,42164,606,17,3767,0
56,71018,812,92,31131,0
58,51553,747,55,29537,0
39,64762,557,60,8477,1
66,32181,429,52,12260,0
34,33674,790,24,6817,1
34,73671,316,51,22400,1
43,60495,513,15,8315,0
54,61496,507,28,3379,1
55,45154,818,14,28812,0
55,66168,669,11,28369,0
58,73241,617,1,37128,0
59,25997,832,17,32837,0
66,62409,778,51,39794,0
20,94319,342,89,31815,1
69,61279,468,54,21319,0
26,66194,793,66,1010,1
18,43260,401,66,20823,1
36,58603,581,15,27440,0
31,73677,551,77,45436,1
57,94558,793,76,39538,1
67,81824,516,75,7705,1
55,80414,506,93,5017,0
19,61048,832,75,25190,1
24,48497,341,58,31655,0
55,50779,369,4,36978,0
60,82762,834,65,16161,0
45,98407,740,27,2804,0
27,22437,608,44,36999,1
42,21961,759,99,24429,1
39,73675,506,52,7681,0
28,31772,499,77,11601,0
57,20997,702,46,28943,0
62,51185,334,95,9691,0
55,85491,320,57,17342,0
27,57262,829,11,6417,0
35,35803,776,74,31913,0
64,95715,595,37,11730,0
22,65768,373,72,5407,1
28,62923,480,16,23997,1
44,97690,560,69,3454,1
44,93902,705,85,46879,0
53,65418,419,64,32873,0
30,67655,483,8,43247,0
64,30100,556,35,33108,0
45,53352,760,5,29148,0
19,25141,710,77,46532,1
24,78658,732,13,8403,1
49,97500,613,5,21525,1
23,21658,755,97,21744,0
36,92594,581,16,28023,0
32,57059,638,20,5120,1
40,65906,441,42,41356,0
41,21675,463,28,49376,1
63,98426,455,54,13030,0
65,39871,819,80,14725,1
69,77114,604,96,35468,1
45,82904,524,96,40269,0
41,40420,556,11,15559,1
39,59250,425,66,24770,0
59,97938,432,68,11684,1
23,72211,691,59,17647,0
64,82836,643,77,43723,0
21,72742,674,5,36060,0
51,93416,468,7,36883,0
68,54097,371,77,20797,0
56,63388,657,22,36246,1
44,33192,302,63,36035,1
60,41039,594,2,24088,1
39,53032,827,90,39550,0
64,71891,364,93,30582,1
33,94061,497,8,18361,0
49,62242,624,84,33176,1
22,79059,572,3,34116,1
58,62651,576,6,26943,0
50,69994,648,1,33155,1
62,78576,430,83,39352,1
52,23153,593,76,12486,0
22,33810,743,66,49441,0
40,94448,391,57,38036,0
63,20664,631,52,17542,0
54,68488,644,37,11233,0
49,86004,435,52,16504,1
69,89898,733,9,31226,0
31,58574,756,35,40105,0
50,46627,521,45,29236,1
60,72146,509,49,376,0
22,63624,584,40,10673,0
52,83777,765,87,13392,1
59,95025,558,8,30717,1
58,99355,671,15,49232,1
64,52721,647,42,8974,1
55,76462,688,87,4743,0
39,58474,559,12,3632,0
23,76098,454,52,7220,1
57,45123,433,56,34418,0
51,86292,539,82,41508,1
21,90897,766,56,27356,1
19,25263,566,90,37728,1
26,98566,721,58,29083,0
47,54091,492,53,44415,0
54,78275,486,30,44550,1
36,86973,832,50,3810,1
68,76335,526,92,36807,1
26,73071,563,42,44294,1
22,69747,416,12,29676,0
33,98856,797,72,31124,1
43,52892,488,97,19952,0
24,48717,606,78,49304,0
19,25854,724,65,5826,1
31,97227,505,65,18975,1
48,33121,444,59,39636,1
39,20633,722,91,27231,0
50,54651,831,34,31041,0
57,36969,594,72,35734,1
66,74355,497,74,46764,0
48,61566,753,20,40013,1
36,99796,376,63,7222,0
23,85964,654,60,2747,0
63,55247,665,65,30472,1
57,50451,454,94,20562,0
60,21105,456,89,24066,0
63,61995,559,53,32543,1
27,46977,751,30,32982,0
66,69196,458,90,16082,1
29,88187,728,64,26187,1
43,53451,636,62,48918,1
21,35739,626,18,21773,1
68,95152,591,10,5795,0
66,44138,832,7,48873,1
22,39772,578,74,40585,1
47,75708,333,70,30787,1
41,45331,655,4,590,0
63,78456,399,40,13048,0
56,74825,567,10,41058,1
52,98037,731,26,43056,0
22,52919,513,91,39467,0
22,60948,671,96,29177,0
25,79410,505,55,4484,0
52,98318,822,70,43867,1
18,40840,777,29,20464,1
19,87649,593,39,22503,0
24,46458,469,53,12781,1
32,54879,434,51,25486,1
31,92135,430,23,5853,1
30,83004,634,95,42375,1
61,78780,668,56,2230,1
46,93941,457,61,45944,0
67,71908,554,37,44307,0
19,26013,528,5,44677,0
24,36995,607,69,18944,1
27,97836,508,6,22957,0
37,97678,447,20,11130,1
42,94881,560,70,23977,0
43,92224,811,28,12529,0
59,43113,509,76,26321,0
23,96216,510,33,42672,0
21,78208,529,14,6755,0
25,42206,700,32,39129,1
30,55595,662,36,42017,1
54,33455,813,22,23267,0
25,46683,478,94,3000,0
57,60162,548,65,40976,0
46,55255,684,12,48984,0
44,25299,622,54,8894,1
26,45103,463,6,23799,1
31,58375,613,14,12092,0
28,94450,338,81,21306,0
42,61246,407,32,43598,0
40,38432,783,99,15747,0
27,41942,720,60,20698,1
24,53309,697,49,13984,0
30,96750,619,24,12179,0
39,89799,837,39,42388,0
58,55609,691,67,4327,1
57,20462,762,80,38184,0
66,79802,816,24,22089,0
63,64276,524,80,7467,1
35,36014,548,74,2239,1
26,23527,335,18,39332,0
39,64018,412,12,38652,1
64,63456,742,22,12569,1
65,20482,783,39,1429,0
69,68263,553,83,22823,1
26,31664,686,53,21306,1
59,34363,721,55,34865,0
31,34277,770,19,44236,0
29,78235,419,59,45023,1
57,65930,506,66,5704,0
34,89125,320,22,21476,1
34,87382,319,15,28137,0
68,46690,511,55,9727,1
41,79571,672,4,7334,0
67,35310,728,78,47887,1
30,59975,619,91,24393,1
66,99443,616,84,393,0
53,81071,608,64,27820,1
35,29289,495,5,857,1
47,51821,483,39,16868,1
59,99886,392,90,26179,0
59,86216,654,25,46428,0
54,67625,521,72,5848,0
18,73051,741,33,25334,0
31,34628,592,40,25683,1
27,97567,816,33,10990,0
22,72493,844,94,6238,1
39,71933,400,76,16024,0
58,27604,749,43,44958,0
46,54973,407,15,28344,0
66,89562,789,60,15958,0
68,40414,731,25,2740,1
49,85378,339,49,37840,0
48,35310,551,65,19649,0
54,69374,719,38,30519,0
50,33179,450,7,9281,1
47,82962,315,15,22234,1
56,97181,371,39,8725,1
50,59362,820,32,6608,1
27,33400,481,72,12724,0
52,73007,749,49,19640,1
66,78574,346,30,14585,1
45,22899,382,84,14716,0
59,84187,371,93,19972,0
26,40565,508,66,23440,0
58,79810,624,46,1834,1
28,34618,757,51,37331,0
62,90923,430,79,21979,1
44,69568,494,94,27001,0
49,38583,337,60,1675,0
58,59065,711,42,30406,0
38,35835,743,44,33144,1
29,90931,707,6,46903,1
24,85223,496,23,8900,1
39,47825,369,84,49436,1
49,51861,482,91,40984,0
20,74991,580,48,21258,0
29,29823,434,57,16778,1
30,42813,458,68,7263,0
39,71682,302,91,46373,0
59,20655,509,60,46196,1
55,41167,363,42,18001,0
45,43944,776,45,189,0
69,75989,620,5,25720,0
22,71602,414,17,37881,0
47,92865,810,21,7758,1
49,20599,595,99,37906,1
62,99027,588,35,16164,0
37,90455,794,61,2180,1
37,92491,334,99,48870,1
58,20449,794,52,25091,1
26,47366,652,20,35840,1
24,69112,495,99,11229,1
24,41757,846,96,22141,0
43,40875,373,8,38570,0
50,59027,757,26,18531,1
67,23698,343,1,39837,0
48,79681,508,59,10730,0
61,38669,649,25,23409,0
31,64369,566,5,8145,0
64,32322,824,26,3619,0
52,35023,834,36,8192,1
47,60108,373,7,6263,0
52,69878,583,91,33489,0
36,73168,700,8,48412,1
26,74552,833,22,25296,0
35,79653,637,8,33089,1
18,31246,709,26,19491,1
34,25382,472,33,44605,0
39,37557,568,43,28819,1
29,79890,337,20,18002,0
35,82764,526,72,18229,0
19,59903,555,2,46673,0
41,34434,382,44,47978,1
56,46101,732,25,42380,0
21,30609,569,68,40494,1
40,31927,654,67,19530,0
21,54287,427,41,36576,1
38,52387,783,51,34160,0
44,52943,365,20,23167,0
28,67319,776,82,8758,0
41,52128,579,25,41449,1
44,67460,570,50,3883,0
53,35245,755,8,2580,1
44,56598,302,39,48861,0
45,91741,541,63,36660,0
64,29251,566,78,16558,0
51,93492,816,7,8315,1
19,83128,651,8,37343,0
58,54247,849,37,10872,1
43,77971,726,54,43350,1
62,72301,701,64,42648,1
32,42147,685,72,18527,0
41,66546,485,41,29352,0
36,34301,716,84,5278,0
24,79355,620,46,12300,0
34,94970,362,96,34309,1
65,64988,772,26,26880,0
21,99652,330,79,8759,0
53,83403,507,32,24765,1
57,24738,312,47,26990,1
47,54587,454,48,1988,0
69,49138,612,10,4060,0
60,75909,441,76,13205,0
58,96502,351,27,26308,1
31,73560,379,13,44945,0
59,90905,756,10,46389,1
65,52424,521,57,13632,0
63,52365,692,14,43991,0
37,24010,466,77,45749,1
46,71255,646,20,18159,1
59,28336,818,24,22687,0
43,54023,790,16,10009,1
36,99791,786,90,27188,0
25,89493,763,69,5492,0
55,34849,416,59,34808,1
37,80070,699,94,30890,1
18,40022,402,46,40104,0
33,71186,395,22,36907,1
18,30014,762,39,40654,1
52,49721,844,45,37654,1
25,20747,448,94,43133,0
25,21339,778,89,12716,0
19,44816,722,18,4061,1
45,29009,315,9,37686,1
48,61081,728,18,17733,0
61,27867,370,64,28156,0
33,97186,331,23,45933,0
28,48307,470,12,40050,0
66,80343,713,75,19183,0
31,54676,437,1,11500,1
54,65057,440,65,3647,0
50,45830,613,5,49293,0
25,41495,834,27,19485,1
58,86110,753,71,44549,1
51,41868,715,56,8230,1
30,86764,503,82,30865,0
60,92668,398,61,25906,1
33,38878,748,19,42086,0
53,85842,535,38,27241,1
56,41767,708,4,5622,0
38,25045,588,94,27575,1
34,30313,351,41,42968,0
56,81349,362,5,8760,0
51,56023,839,39,46266,0
35,72288,627,41,5264,0
58,76490,557,19,28896,1
58,79938,430,68,36901,1
60,47843,719,69,40024,1
53,88994,508,18,18288,0
53,61047,318,41,44580,1
22,73584,392,53,31888,1
45,95674,489,28,17498,1
66,56154,552,17,47134,1
22,38899,766,16,44813,0
21,47174,527,81,16631,1
20,91531,329,58,31608,0
50,35901,416,27,26116,1
69,99046,397,27,1831,0
20,43834,447,1,9925,1
25,78009,480,45,8167,1
40,21955,504,27,24004,0
23,69034,437,35,20885,1
44,50453,536,37,2829,1
39,24969,407,48,211,0
51,80290,791,50,12480,1
18,34833,621,34,33200,0
69,45806,681,65,11810,0
53,97753,554,27,28644,0
44,21579,738,88,33459,1
26,32888,793,21,38107,1
61,30575,365,40,10908,1
68,51226,756,82,23737,1
42,22143,666,69,22265,1
31,27236,707,57,13671,1
35,88682,756,41,11079,1
66,43904,729,82,47569,1
35,45563,520,63,34846,0
66,86433,435,45,14100,0
44,84085,311,7,42373,0
26,86399,429,18,46600,1
29,80388,651,89,6941,1
68,96654,772,32,8555,0
64,20959,844,65,22557,0
35,29348,443,63,23032,0
66,28154,692,10,46163,0
31,39335,482,96,44859,1
27,63132,413,9,45238,1
37,99490,441,84,32378,1
39,86783,313,25,6665,1
51,24885,556,92,28407,0
65,41721,771,55,41868,1
55,92394,347,16,32296,0
22,95493,801,92,6913,1
47,74634,468,20,42244,0
18,47464,544,55,18848,1
43,76442,484,91,3008,0
24,95617,442,26,36644,0
24,56218,554,90,46396,1
62,46922,444,90,36107,1
22,46649,403,22,15400,0
37,74603,408,7,44571,0
67,69017,730,68,2339,0
45,56604,309,52,23593,0
40,40388,334,24,44981,0
25,68760,660,39,15188,0
64,89681,498,30,25702,0
33,46486,653,37,11590,0
58,61250,748,37,24644,1
65,47057,624,9,1209,1
23,42027,764,87,15330,0
28,53906,347,93,11342,1
30,32487,575,53,6024,1
19,49946,345,43,23599,1
66,97992,397,69,10486,0
19,73662,847,97,4722,0
30,64628,538,99,47115,1
36,42238,812,77,42778,1
50,70463,349,87,38605,0
54,68878,328,49,34936,0
42,34418,319,26,1917,0
65,27342,328,34,27299,1
55,95997,315,46,8308,0
63,52840,635,91,6003,1
57,85309,783,54,15336,1
35,48142,536,38,31819,1
46,79164,723,9,29105,0
54,64782,643,62,10584,1
28,58577,700,58,43057,1
62,54334,447,61,19989,0
58,55488,323,81,38148,1
64,27920,725,22,27150,0
62,95584,768,14,41322,0
40,29234,508,76,45038,1
40,60334,586,81,15249,0
52,76066,312,13,44918,1
20,32458,648,42,14924,0
64,91220,378,26,7393,0
35,46437,569,90,39873,1
69,40374,715,49,10582,1
26,66700,746,33,27344,1
65,54734,501,23,28008,0
37,45608,638,48,7983,0
41,92385,622,23,5504,0
34,68564,843,27,29702,1
62,79496,812,79,48060,0
29,25468,657,14,32948,1
50,80841,408,3,13406,0
23,78285,715,28,290,1
47,72190,749,91,17428,0
23,20759,655,41,5195,1
65,21629,638,54,36100,0
40,71035,547,60,27010,0
63,47388,304,5,12875,1
24,27385,310,2,37496,0
43,54551,326,39,43529,0
20,98248,562,11,26157,0
42,42994,476,43,17085,1
20,91522,341,24,33978,1
32,83264,320,95,5853,1
56,42087,808,17,21904,1
21,87571,584,85,46519,0
55,25104,462,37,46123,1
62,48516,848,6,32618,0
38,61129,730,16,13970,1
47,72921,652,32,19601,0
24,98959,711,70,27900,1
30,20223,495,86,17947,0
67,30962,412,75,41776,1
60,83645,836,72,25631,1
24,95529,511,72,246,0
40,46559,610,82,31763,0
61,28099,343,59,45140,1
24,69236,532,87,44845,1
27,65722,549,64,25067,0
31,98401,764,71,57,0
22,88551,347,37,5903,1
36,93130,526,89,8877,0
54,45750,800,29,36767,1
50,97350,837,51,14093,1
31,93123,437,60,2701,0
20,47486,495,79,11346,0
24,39630,408,39,14272,1
47,90941,625,40,19736,1
44,83247,437,64,26153,0
53,25195,541,67,45936,0
55,67931,375,63,33004,1
28,69879,323,53,7030,0
60,94793,372,43,25612,1
53,24517,632,51,11451,0
33,56063,424,59,7891,0
34,69575,448,19,34371,1
36,93540,768,15,4648,0
52,77005,612,35,40059,1
55,57934,301,74,14703,1
65,44961,508,78,10458,1
62,75474,553,93,3605,1
19,43167,542,69,41628,1
56,56570,329,19,20710,1
44,37409,610,64,17217,0
68,92484,310,95,22307,0
18,22488,836,92,14452,1
19,65205,718,76,47318,1
66,95617,388,63,19218,1
69,21087,622,38,8591,0
32,36982,385,53,20055,0
18,63593,426,55,9918,0
23,62766,579,62,32970,1
47,33243,443,19,29691,1
61,43996,437,94,41101,0
44,50141,749,8,19476,1
34,33351,780,31,22489,0
57,27843,572,97,21291,0
41,56202,740,2,45235,0
67,33990,502,9,49253,1
68,93231,752,2,19918,0
39,44694,445,26,2004,1
32,61762,601,98,1743,1
62,46615,528,95,18044,1
38,86463,539,86,14195,1
44,33527,429,13,27901,0
33,69598,658,56,2004,0
64,58804,838,53,897,1
31,25970,662,82,29481,0
21,71949,647,27,3777,0
69,70977,327,72,26267,0
41,98259,808,38,38904,0
30,40817,348,43,19076,0
22,93994,808,45,16775,1
57,73578,649,42,35400,1
50,79387,406,45,9424,0
62,72049,390,1,47058,1
54,88519,388,57,12399,1
25,49126,303,35,22569,1
56,24469,845,56,6297,0
36,34446,605,14,18398,0
27,82443,579,7,44641,1
59,50736,677,66,44361,1
56,21157,331,71,25703,0
36,21335,671,7,29241,1
48,85163,615,5,18058,1
31,47156,354,51,32864,0
42,69345,663,64,34453,0
25,82099,715,51,40501,1
21,50527,664,47,14428,1
64,74547,679,40,24488,0
22,46718,390,72,25300,0
53,76855,367,87,32679,0
61,41689,455,31,35467,0
23,87632,346,83,21263,1
47,96001,664,58,26649,0
57,40234,565,92,36214,1
55,90586,552,25,27101,1
54,91602,637,33,32864,1
58,69647,384,38,5079,0
36,32400,827,31,35845,1
59,89420,463,7,37741,1
60,92752,318,58,33298,0
35,64199,336,30,6422,1
38,39207,484,18,27005,1
54,77523,576,12,9240,0
60,32781,539,57,31092,1
34,86291,396,56,6401,0
48,21419,785,4,1116,0
38,94336,733,25,3641,1
28,46092,480,25,22161,1
33,84831,436,62,25781,1
26,79078,385,78,18440,0
68,54166,418,1,10241,1
40,65903,356,79,8324,0
56,32376,646,36,12028,1
40,25666,386,78,21493,0
69,98172,393,39,4371,0
20,44809,494,10,17540,0
66,91250,639,11,12304,1
23,93306,704,53,40452,0
37,44545,698,16,6193,0
32,93614,674,55,5831,0
63,89540,477,2,47327,1
47,76728,730,96,24344,0
49,89581,383,4,48767,0
23,61366,577,37,3061,1
48,71254,806,20,20440,0
33,71149,674,18,47017,0
46,35939,647,73,10654,1
39,76325,548,62,24058,1
57,62875,760,38,18934,0
45,36265,678,52,10218,0
32,35153,446,18,44850,0
38,95259,387,30,7734,1
25,57744,532,48,34342,1
18,45851,620,90,396,1
47,96173,737,43,41951,1
19,70700,327,30,15339,1
41,72479,774,81,7855,1
66,27238,780,78,15339,1
22,60672,707,28,24973,1
29,89002,492,25,13547,0
22,35946,663,96,28963,1
51,69718,563,60,47231,1
31,64065,792,76,644,1
29,63485,301,79,23406,0
44,55654,445,70,5703,1
19,40397,762,63,48641,0
66,83268,424,40,3166,0
53,48603,488,52,29684,0
62,38321,723,2,21883,1
55,94844,303,99,43160,1
20,64815,619,95,25783,1
53,41657,466,45,31977,1
25,94746,760,70,5968,0
19,31570,565,6,29205,1
58,73834,677,66,18464,0
59,24447,528,62,32697,0
46,31097,663,74,6865,1
62,80320,717,90,17470,0
42,48731,797,52,27074,0
66,60612,728,39,17661,0
21,43434,414,6,47115,0
27,58604,309,84,33673,0
61,37825,675,85,35645,0
34,33507,504,74,15097,1
18,25685,510,88,40894,1
20,92135,814,15,30847,1
55,70169,668,34,38839,0
